,Unnamed: 0,name,city,phone-number,date,ssn,id,height,weight,age,drinks,smokes,bp-systolic,bp-diast,tumor_size,temperature,stage,drug,double_lung_infection,fup
369,369,Kelly Robertson,Chelatchie,528-538-6905,1980-10-02,681-33-6478,4158426160,7.21,27.78,66,1,0,77,130,2,94,1,Lung_Cure,0,0
370,370,Rachel Weaver,Bolckow,373-317-7312,2015-01-20,784-93-9139,7216503342,7.85,10.33,21,0,1,28,144,2,99,3,Lung_Cure,1,0
371,371,Justin Mclean,Blackwell,758-530-5534,2009-11-29,842-51-4982,3153124424,6.46,23.21,52,0,0,90,186,3,99,1,Lung_Cure,0,0
372,372,Tyler Thompson,Beloit,318-916-1741,1982-05-10,317-19-6661,5459849570,5.64,7.6,14,1,1,39,196,4,96,3,Lung_Cure,1,0
373,373,Mary Garcia,Van Tassell,662-314-8426,1988-12-30,381-65-2535,6933625281,5.88,41.39,14,1,1,95,172,1,98,2,Lung_Cure,1,0
374,374,Jacob Robles,Lockwood,273-540-3475,2005-08-12,234-44-4091,9724600664,6.34,17.6,71,0,1,60,171,2,97,3,Lung_Cure,1,0
375,375,Joseph Powell,Basin,510-953-2998,2003-04-08,112-42-5197,7765198780,6.14,78.83,56,0,1,20,128,1,99,1,Lung_Cure,0,0
376,376,John Hall,Bronaugh,344-938-4829,1979-11-22,392-78-3758,1203876846,4.6,89.4,16,1,1,37,147,6,96,2,Lung_Cure,0,0
377,377,Scott Myers,Ansonia,571-804-5691,2018-11-04,656-92-5978,1287157737,6.93,71.52,22,1,1,23,197,6,98,1,Lung_Cure,1,0
378,378,Melissa Meza,Kingsland,569-584-0388,1995-09-18,038-75-3963,7330959661,7.57,90.67,47,0,0,97,185,2,99,1,Lung_Cure,1,0
379,379,Scott Marks,Laney,161-291-9839,1988-10-14,836-96-2553,5574184578,6.94,6.82,32,0,1,25,181,5,98,2,Lung_Cure,0,0
380,380,Amanda Anderson,New Bethlehem,498-622-1068,1988-12-15,214-42-5564,4185859049,6.47,93.46,75,1,0,25,174,4,95,2,Lung_Cure,1,0
381,381,Darin Perez,Heathcote,111-003-2747,2018-07-16,323-91-4429,7987161808,4.82,24.72,57,0,0,88,171,1,94,3,Lung_Cure,0,0
382,382,Lisa Taylor,Geronimo,150-214-5949,1975-07-01,430-63-5760,5019380064,5.46,15.48,20,0,1,63,118,1,98,1,Lung_Cure,0,0
383,383,Lauren Carey,Wilton Center,864-897-2550,2011-08-28,849-73-8228,2945660323,5.16,10.08,25,1,0,40,186,2,94,2,Lung_Cure,1,0
384,384,Heather Shaw,Thornhill,231-057-9456,2014-05-25,184-35-8296,9091530997,5.4,37.5,40,1,1,73,155,6,97,3,Lung_Cure,0,0
385,385,Samantha Peterson,Seagraves,405-266-2037,1985-01-06,837-88-2603,1837842297,5.79,28.67,53,0,1,57,110,3,96,1,Lung_Cure,1,0
386,386,Kevin Collins,Fort Edward,152-897-5303,1990-01-22,326-55-5145,1564351167,6.57,78.11,49,1,1,81,198,4,97,3,Lung_Cure,1,0
387,387,Elizabeth Burton,Tremonton,326-560-9041,2000-09-22,439-62-1159,7187564770,4.83,31.2,32,1,1,45,135,6,96,3,Lung_Cure,1,0
388,388,Linda Norman MD,Cuprum,611-085-3220,1994-08-21,098-17-2022,5836194312,6.13,89.24,22,1,0,86,196,4,95,2,Lung_Cure,0,0
389,389,Isaiah Tyler,Watts,878-100-4399,1970-11-12,431-13-6842,4421902105,4.04,18.47,43,0,1,20,191,5,97,1,Lung_Cure,0,0
390,390,Paul Austin,Murphys Corner,791-811-6231,2020-11-26,812-63-5420,143290568,5.17,107.54,75,1,1,32,126,3,94,2,Lung_Cure,1,0
391,391,Patrick Dorsey,Machesney Park,963-537-5944,1972-10-28,623-11-7473,45901871,4.33,111.92,75,0,0,27,197,1,95,2,Lung_Cure,0,0
392,392,Stephanie Murphy,Agate,601-369-7983,1993-01-26,390-41-5739,3954229433,7.56,73.13,33,1,0,83,122,3,94,3,Lung_Cure,1,0
393,393,Susan Figueroa,Stobo,495-094-3610,1975-06-10,699-89-0150,4727959905,6.54,13.79,18,1,1,42,167,4,95,3,Lung_Cure,0,0
394,394,Kimberly Pearson,Yarmouth,878-643-2525,1996-11-24,643-12-0382,9990949903,6.4,94.24,33,1,1,21,132,6,96,1,Lung_Cure,0,0
395,395,Crystal Hayes,South Russell,520-682-1280,2014-10-23,279-80-2578,3402327860,5.51,45.93,36,0,1,48,163,6,95,3,Lung_Cure,1,0
396,396,Mrs. Katherine Rivers MD,Cobb,572-749-1041,2001-06-03,472-57-0099,8178682054,7.03,9.49,75,1,1,38,115,1,99,2,Lung_Cure,0,0
397,397,Travis Moore,Gansevoort,812-972-0655,1983-06-22,682-34-2540,6553421170,7.0,80.81,46,1,0,83,128,6,95,1,Lung_Cure,1,0
398,398,Steven Pratt,Delray,360-658-7378,2008-05-21,807-11-7588,9137156480,5.38,22.32,43,1,1,72,177,3,94,3,Lung_Cure,1,0
399,399,Barry Navarro,Freedhem,308-224-2943,1993-08-10,564-16-4233,8370737901,4.15,93.75,79,1,1,89,161,3,95,2,Lung_Cure,0,0
400,400,Kristin Lee,Monteagle,875-638-0584,1986-12-19,451-98-5301,878377762,7.48,70.92,60,1,0,66,148,1,95,2,Lung_Cure,0,0
401,401,Michael Cruz,Atalissa,813-344-2937,1984-10-06,231-16-0050,2412609212,4.23,41.22,15,1,0,75,127,6,99,2,Lung_Cure,1,0
402,402,Jacqueline Nelson,Hackettstown,465-378-6273,1985-07-29,561-78-2403,6677812921,6.53,46.8,22,1,1,88,141,4,96,2,Lung_Cure,0,0
403,403,Karen Shaw,Beechwood Trails,991-066-4103,2011-12-21,838-18-5967,7872730051,4.7,21.09,41,0,1,85,181,1,97,2,Lung_Cure,0,0
404,404,Steven Schneider,Gillham,153-171-0258,1986-06-21,820-51-0690,8652895845,5.41,79.72,22,0,1,96,122,5,99,1,Lung_Cure,1,0
405,405,Breanna Norris,Slaughter,376-333-0092,2009-04-19,113-98-1346,6942379354,4.38,27.38,55,1,0,27,145,3,94,2,Lung_Cure,0,0
406,406,Laura Boone,Fairville,130-541-8281,1977-10-07,791-45-4709,5126793545,6.71,61.19,43,0,0,23,131,5,95,2,Lung_Cure,0,0
407,407,David Williams,Sentinel Butte,924-322-6870,1981-07-24,462-24-3803,6583454281,6.05,68.17,24,1,0,44,110,3,99,2,Lung_Cure,0,0
408,408,Margaret Coleman,East Petersburg,222-444-2058,1983-09-21,131-45-0123,4864431002,4.2,73.57,51,0,0,45,136,6,98,3,Lung_Cure,0,0
409,409,Elizabeth Gibson,Greeleyville,174-131-7663,1994-05-09,034-47-8379,495366333,6.95,90.7,74,0,1,37,182,1,94,2,Lung_Cure,1,0
410,410,Wayne Carrillo,Bayou Goula,494-168-9477,1993-08-15,369-20-8834,137277584,5.24,25.63,76,0,1,23,144,2,95,3,Lung_Cure,0,0
411,411,Danielle Brown,Ludlow,841-983-3217,2017-01-31,447-36-8458,3586619535,5.92,59.44,37,0,0,74,121,5,95,1,Lung_Cure,0,0
412,412,Stephanie Pearson,Treasure Island,848-711-9210,2012-11-04,316-30-5725,6238353188,5.24,27.84,32,1,0,44,136,1,96,2,Lung_Cure,0,0
413,413,Chelsea Moreno,Chesterland,684-144-2064,2012-12-11,007-17-9735,2908822326,5.68,62.76,55,0,1,33,178,6,98,2,Lung_Cure,1,0
414,414,Dave Wolfe,Hesperia,613-966-4419,1991-10-22,360-76-6763,7764202316,5.51,87.9,47,1,0,74,134,6,97,2,Lung_Cure,0,0
415,415,Zachary Davis,Dollar,365-434-1388,1987-05-20,021-71-6681,9652668783,5.43,88.6,73,1,0,53,137,1,98,1,Lung_Cure,0,0
416,416,Angela Castaneda,Brusly,618-412-4827,1989-09-14,458-48-5041,3336022248,5.2,64.77,10,1,1,54,137,2,94,3,Lung_Cure,0,0
417,417,Tara Palmer,Middlebrook,985-835-9236,2002-06-05,890-63-6563,7862215585,7.95,81.95,38,0,0,49,164,3,96,1,Lung_Cure,1,0
418,418,Chad Hawkins,Joel,427-400-7291,1971-06-24,106-59-1646,7879440963,7.72,84.96,68,1,1,84,157,6,94,2,Lung_Cure,0,0
419,419,Louis Blake,Springside,586-089-0711,1992-02-14,689-32-8653,1288085022,4.65,37.55,78,1,1,32,128,4,98,1,Lung_Cure,0,0
420,420,Jonathon Gonzalez,Chico,529-453-1744,1990-12-22,591-57-9689,7972535305,7.34,72.7,24,0,1,91,110,5,96,2,Lung_Cure,1,0
421,421,Robert Smith,Varnell,210-111-7943,1987-06-16,805-08-1728,7794588828,6.69,29.65,58,0,1,85,179,6,97,3,Lung_Cure,1,0
422,422,Justin Lambert,Everman,364-922-6265,1998-08-04,880-89-7550,3595382413,7.18,21.42,54,1,1,78,139,6,96,3,Lung_Cure,0,0
423,423,Sandra Scott,Slinger,858-348-6604,1986-07-05,623-21-3370,161255202,6.25,113.0,78,1,0,96,127,6,99,2,Lung_Cure,1,0
424,424,Joseph Brandt,Galena,290-027-0333,1992-11-01,646-18-8346,4582391914,7.86,99.7,25,1,0,52,128,6,94,3,Lung_Cure,0,0
425,425,Michael Aguilar,Ahuimanu,472-294-3550,1971-03-10,147-46-5623,4691470787,6.85,89.42,10,1,1,45,189,6,97,1,Lung_Cure,1,0
426,426,James Case,Sylvan Grove,253-412-6638,1996-03-14,268-04-7949,2005010352,5.28,90.65,30,0,1,74,150,1,99,2,Lung_Cure,0,0
427,427,Nichole Kirby,Calhoun,429-193-0794,1984-06-25,818-37-7284,6316580880,4.48,8.77,74,0,1,64,128,4,99,1,Lung_Cure,1,0
428,428,Dawn Jones,Neelyville,371-750-3423,1980-03-22,460-73-4862,708627602,5.18,69.16,71,0,0,34,198,6,99,3,Lung_Cure,0,0
429,429,Anita Jones,Scott Lake,647-634-2643,2003-05-06,776-91-2896,4189048849,4.87,29.53,67,0,0,75,164,1,97,2,Lung_Cure,0,0
430,430,Sara Clark,Longwood,567-544-4497,2019-06-11,476-38-0684,3309508317,7.1,25.61,58,0,1,61,153,5,94,3,Lung_Cure,0,0
431,431,Brendan May,Edison,191-683-3752,2015-02-10,611-48-9821,327898224,6.91,105.36,79,0,0,38,172,5,98,3,Lung_Cure,1,0
432,432,Gregory Hill,Bethany Beach,474-804-1243,2002-08-28,484-08-1718,2803296382,7.09,84.02,35,0,1,24,165,6,95,2,Lung_Cure,0,0
433,433,Roberto Hernandez,White,636-343-0966,2013-01-10,861-75-7440,3347456619,7.24,34.87,71,0,1,30,160,3,95,1,Lung_Cure,1,0
434,434,Anthony Griffin,Strawberry Point,546-770-4532,2009-04-15,048-31-7686,3880867806,5.85,49.82,20,1,0,82,116,6,95,2,Lung_Cure,0,0
435,435,Ashley Montoya,Unity,715-855-3081,2016-05-26,548-32-1301,634427022,5.51,47.54,54,1,0,58,193,3,96,1,Lung_Cure,1,0
436,436,Jeffrey Cannon MD,Death Valley,797-117-6064,1971-04-23,367-70-1115,5127672115,7.34,63.87,48,0,0,94,172,2,95,2,Lung_Cure,0,0
437,437,Matthew Thompson,Winn,955-612-1303,2004-08-05,548-67-4523,9182202240,4.85,109.16,23,0,1,50,151,1,99,2,Lung_Cure,0,0
438,438,Barbara Robertson,Drexel,705-251-1239,1986-09-02,516-43-1142,9099497706,7.25,87.92,40,0,0,63,133,3,97,2,Lung_Cure,1,0
439,439,Austin Gonzales,South Chicago Heights,132-376-2393,1983-11-22,096-36-4216,8237735578,4.36,55.83,79,1,0,55,155,2,98,2,Lung_Cure,0,0
440,440,Sonya Holden,North East,401-808-3061,1987-01-18,121-42-0341,5534356705,5.04,58.87,44,0,1,84,154,1,97,3,Lung_Cure,0,0
441,441,Jill Munoz,Tillicum,839-113-8923,2001-02-14,193-18-7111,1010697007,6.95,45.01,22,1,0,85,134,1,97,2,Lung_Cure,0,0
442,442,Peter Peters,Roane,491-949-2897,1999-11-03,165-40-6192,7066226144,7.43,79.56,30,0,0,99,114,2,97,1,Lung_Cure,0,0
443,443,Gerald Carter,Larchwood,999-106-1923,2020-08-26,254-34-3877,3216882456,7.47,109.47,35,1,0,65,150,6,94,2,Lung_Cure,0,0
444,444,Christian Ballard,King,373-700-1074,2019-09-23,180-05-2978,4471899039,5.72,109.94,22,1,0,31,160,2,94,3,Lung_Cure,0,0
445,445,Ricky Goodman,Callicoon,409-566-3898,2016-05-03,211-84-4024,8586741035,6.67,72.13,33,0,0,56,113,3,98,3,Lung_Cure,0,0
446,446,Tommy Navarro,Balcones Heights,360-261-6015,2020-02-19,378-86-1481,3301937657,7.43,16.21,71,1,1,75,185,3,94,2,Lung_Cure,0,0
447,447,Kara Acevedo,Korona,606-870-3897,1990-04-20,274-32-5080,6837100418,6.16,28.83,24,0,0,46,179,2,99,2,Lung_Cure,0,0
448,448,Heather Waters,Goodwine,242-784-1359,2019-03-14,838-78-9236,2504373260,6.29,28.02,31,0,0,67,168,4,98,1,Lung_Cure,0,0
449,449,Michael Wright,Aladdin,721-005-7057,1973-10-23,570-66-9616,7448637771,5.84,14.53,38,1,0,55,179,4,98,3,Lung_Cure,1,0
450,450,Margaret Hogan,Lysite,140-497-2174,2005-05-29,761-69-6915,3376631612,6.98,81.24,26,1,0,32,171,1,96,1,Lung_Cure,1,0
451,451,Jillian Flores,Qulin,782-624-7679,2002-04-25,539-71-0744,1299940561,7.73,12.34,12,1,0,55,124,2,94,1,Lung_Cure,0,0
452,452,Linda Watkins,Mammoth,569-027-9119,1986-12-23,462-67-3656,3991892100,5.09,20.6,37,1,1,32,178,1,95,2,Lung_Cure,1,0
453,453,Jesus Gilbert,Ekron,472-538-1225,1985-02-13,838-08-7998,2336217501,6.72,16.92,78,0,1,22,159,5,99,3,Lung_Cure,1,0
454,454,Ms. Denise Mcintyre,Frostburg,236-502-5581,2013-01-26,856-17-2744,8302347206,6.83,92.67,24,1,0,66,172,6,98,2,Lung_Cure,1,0
455,455,Sydney Stephens,Pottsboro,237-003-8919,2014-06-19,084-90-4930,5872087982,6.33,84.86,31,1,1,98,157,1,95,1,Lung_Cure,0,0
456,456,Maurice Vaughn,Tulalip,240-398-5772,1991-05-07,518-75-5552,6017770377,5.47,98.03,33,0,0,52,144,5,98,1,Lung_Cure,1,0
457,457,Aaron Nunez,Wolf Point,255-435-2523,2006-04-29,547-50-1478,9913457275,7.74,29.45,64,0,1,69,168,6,94,2,Lung_Cure,0,0
458,458,Heather Barr,Brookside Village,755-717-0719,1986-12-22,009-06-3840,1589106054,5.11,96.39,47,1,1,93,155,4,98,3,Lung_Cure,0,0
459,459,Kaitlyn Foster,Tarlton,621-907-3206,1993-09-30,321-31-0495,7503562618,5.79,110.18,51,0,0,21,182,1,95,2,Lung_Cure,0,0
460,460,John Cooper,Philmont,755-771-3643,1974-02-07,789-21-9111,5682745668,7.61,100.17,54,1,0,46,162,5,94,2,Lung_Cure,1,0
461,461,Emily Mason,Byhalia,786-949-4274,1976-10-09,153-47-0725,5671476381,5.14,104.4,50,0,1,85,196,2,99,3,Lung_Cure,1,0
462,462,Casey Kelly,Semmes,631-712-0339,1984-08-19,126-13-2418,7181082319,4.05,37.87,44,1,0,41,156,1,97,3,Lung_Cure,1,0
463,463,Alexis Allen,Olustee,213-496-7117,1983-09-04,291-13-0085,5154553485,7.73,60.6,61,0,1,58,192,5,99,2,Lung_Cure,1,0
464,464,Adrian Woods,Rangerville,660-885-8860,2002-12-08,772-10-2386,6375134714,5.25,88.6,48,1,1,34,143,3,95,3,Lung_Cure,1,0
465,465,Wayne Myers,Owens Cross Roads,285-788-1009,1973-12-20,818-13-8550,5668969437,5.82,84.31,52,0,1,23,140,5,97,2,Lung_Cure,0,0
466,466,Jesse Hall,Destrehan,372-692-1014,1994-12-06,633-16-2258,3598678713,4.0,78.17,15,0,1,83,147,6,94,2,Lung_Cure,1,0
467,467,Gloria Adams,Sheldon Point,977-231-0628,1984-03-04,846-81-1418,5667670983,5.73,74.15,45,0,0,63,131,3,97,2,Lung_Cure,1,0
468,468,Nicole Dawson,Otterbein,873-541-6296,1988-03-18,056-92-9030,3685613017,7.68,82.2,71,1,0,93,180,1,99,3,Lung_Cure,1,0
469,469,Elizabeth Townsend,Portland Mills,996-304-5929,1977-10-13,737-43-9383,9718989043,4.51,20.2,66,1,1,63,179,4,94,2,Lung_Cure,1,0
470,470,Jacob Fisher,McAlester,452-986-1223,1997-02-20,577-01-6935,936502663,4.76,18.82,74,1,1,99,142,3,96,3,Lung_Cure,1,0
471,471,Jeffrey Porter,Griffin,927-581-9743,1974-06-19,456-93-5654,6246067989,4.97,70.42,18,1,1,48,165,1,98,2,Lung_Cure,1,0
472,472,Katie Martin,Clara City,254-830-4204,1977-02-05,344-90-9492,7323867012,5.03,36.64,46,1,0,74,176,4,98,3,Lung_Cure,1,0
473,473,Angela Simpson,Dewey,382-798-8154,1973-03-19,645-26-1188,6192699919,5.47,10.41,57,1,0,21,188,6,97,2,Lung_Cure,0,0
474,474,Connie Preston,Manahawkin,774-203-2601,2000-07-31,422-58-0209,2165533552,5.37,24.15,51,0,1,79,149,3,97,1,Lung_Cure,1,0
475,475,Matthew Schultz,Coon Rapids,633-342-0274,1971-02-23,196-42-2779,2091746779,4.91,14.21,68,1,1,26,192,4,96,3,Lung_Cure,0,0
476,476,Tina Rhodes,Wolverine,609-723-7526,1980-08-15,162-68-8041,5260914897,6.16,103.43,65,0,0,47,111,3,98,1,Lung_Cure,0,0
477,477,Michael Soto,Tannersville,228-792-6161,2008-03-22,182-50-5970,3732661850,4.62,109.48,56,1,0,86,184,4,96,2,Lung_Cure,0,0
478,478,Cheryl Thomas,East Pittsburgh,109-638-7354,1992-07-15,083-95-5189,6220746202,7.55,87.32,19,1,0,83,129,3,98,3,Lung_Cure,0,0
479,479,Stephanie Curtis,Braxton,451-598-5670,2014-12-08,328-53-4837,6222326125,6.05,109.1,53,0,1,91,178,4,98,2,Lung_Cure,1,0
480,480,Eric Thomas,Ossipee,621-280-1440,1991-03-27,372-45-8463,6895330779,7.13,37.45,55,0,0,56,192,1,98,2,Lung_Cure,0,0
481,481,Tony Chambers,Princes Lakes,631-129-9201,1982-03-19,091-75-0432,6443949084,4.97,77.18,42,1,0,32,188,6,96,3,Lung_Cure,1,0
482,482,John Kim,Piggott,381-384-7954,1995-10-07,145-92-7803,6337018362,7.42,16.56,61,0,1,86,173,3,97,2,Lung_Cure,0,0
483,483,Samantha Wright,Marbledale,670-151-6262,1983-01-28,717-50-8338,8732356122,6.85,5.76,57,1,0,65,164,5,94,1,Lung_Cure,1,0
484,484,Heather Murphy,Tarnov,786-851-6693,2002-04-08,625-29-9369,1185110649,4.9,72.65,38,1,0,71,115,5,94,3,Lung_Cure,1,0
485,485,Andrew Walter,Flippen,176-812-1414,1975-03-07,487-36-1321,9243709635,6.71,91.19,23,0,0,47,116,3,96,1,Lung_Cure,0,0
486,486,Dr. Tracy Allen,Holtsville,886-106-0621,1970-10-13,798-19-1993,8862469455,7.3,115.45,12,1,0,67,194,1,95,3,Lung_Cure,1,0
487,487,David Dixon,Round Top,749-343-1937,1986-09-27,467-75-5470,6856221824,6.0,76.38,78,1,0,87,191,6,96,1,Lung_Cure,1,0
488,488,Christopher Lewis,Minor Lane Heights,974-893-6773,2014-04-16,653-48-3827,15806902,7.87,107.27,55,0,1,91,167,1,94,3,Lung_Cure,0,0
489,489,Ashley Leonard,Kress,180-148-4971,2014-04-05,401-03-0767,2252879983,4.44,111.9,42,1,0,48,194,5,99,3,Lung_Cure,1,0
490,490,Jacqueline Odonnell,Dravosburg,626-234-8315,1981-09-29,079-55-9888,3705535131,5.4,30.97,29,0,1,57,180,2,96,1,Lung_Cure,1,0
491,491,Kimberly Collier,Cleaton,878-887-6220,1994-12-22,042-33-8836,4983506831,7.52,105.18,21,0,0,44,194,3,98,1,Lung_Cure,0,0
492,492,Christina Patterson,Pelion,206-234-4135,1987-05-03,442-47-8202,7228870820,5.62,16.51,54,0,1,23,188,6,96,1,Lung_Cure,0,0
493,493,Isaiah Williams,Meadowbrook Farm,286-765-3088,1983-09-01,772-25-4358,6631454658,6.78,49.86,77,0,1,21,143,4,98,1,Lung_Cure,0,0
494,494,Cynthia Horne,Paden,244-263-6576,1979-04-13,400-23-2147,7795096027,6.11,107.68,72,0,1,26,132,1,97,2,Lung_Cure,0,0
495,495,Anna Houston,North Canton,502-993-7554,1994-10-28,319-45-2899,6304179744,6.58,11.74,76,0,0,52,136,6,94,2,Lung_Cure,0,0
496,496,Kaitlyn Rice,Elmsford,845-359-7746,1997-06-15,378-18-6463,6357041688,5.06,55.7,17,1,1,80,180,1,96,1,Lung_Cure,0,0
497,497,Lacey Pena,Goodrich,648-287-7304,2021-07-14,440-17-9675,3232873872,5.83,25.98,45,1,1,62,169,6,94,1,Lung_Cure,1,0
498,498,Aaron Scott,Chicopee,926-676-0156,1977-11-08,851-50-8849,7084121050,6.13,103.57,62,1,1,58,182,3,99,2,Lung_Cure,0,0
499,499,Kendra Evans,Gladbrook,426-562-1998,2006-05-09,455-28-1753,8395156144,7.22,53.73,71,0,1,92,182,4,96,1,Lung_Cure,0,0
0,0,Whitney Johnson,Sewickley,929-428-6732,2012-05-20,135-45-9366,2433445420,7.04,119.37,61,1,0,89,160,4,98,2,DXC_Oral,0,1
1,1,Kayla Myers,Genesee Depot,196-190-1536,1979-03-29,276-82-1124,3366528450,4.11,113.68,60,1,1,45,188,1,98,2,Kras_5,0,1
2,2,Susan Barajas,Tushka,900-582-7697,1996-11-05,658-70-7776,3532857054,5.57,72.7,64,1,1,86,126,4,94,2,Xaretzi,0,1
3,3,Daniel Delacruz,Mount Jackson,158-349-3547,1987-08-23,172-28-8475,1502585609,5.14,48.11,17,0,0,67,186,4,95,3,ADE_2.5,0,1
4,4,Albert Reyes,Funkstown,750-385-7128,2021-05-16,293-13-1816,8376011192,6.33,112.49,28,1,1,82,190,3,94,3,Kras,0,1
5,5,Angela Glenn,Aniak,900-901-6922,2013-01-14,065-10-2112,2826396762,4.38,109.3,68,0,1,23,179,1,96,1,Kras_5,1,1
6,6,Luis Conway,Dollar Bay,450-781-2534,2011-10-10,336-78-8901,8937854788,7.09,61.08,54,0,1,33,179,3,99,1,Xaretzi,1,1
7,7,Daniel Sharp,Cidra,311-709-1542,1986-10-24,335-97-6524,2970783163,6.9,84.15,44,1,0,99,132,2,94,1,Imfinzi,0,1
8,8,Sheila Christian,Algonquin,112-852-9089,1979-05-22,337-64-6876,9282984001,6.14,12.04,67,1,1,84,116,1,96,2,ADE_2.5,0,1
9,9,Joy White,Crimora,506-646-7446,2000-03-21,132-24-2057,8919655442,6.38,69.94,39,1,1,57,117,1,98,3,Kras,0,1
10,10,Kathryn Ayala,Swissvale,694-871-8999,2003-08-09,190-41-2641,4177426342,7.16,79.42,61,1,1,65,112,5,97,3,Imfinzi,1,1
11,11,Laura Gibson,Uniondale,146-300-7854,1990-11-30,551-78-7742,1857887468,7.67,3.25,10,1,1,28,180,4,97,3,Kras_5,0,1
12,12,Cassandra Sanchez,Kingstown,409-624-9132,1978-08-08,266-70-9172,5285402702,6.7,31.01,60,0,0,78,115,5,94,3,Kras_5,0,1
13,13,Marcus Douglas,Pleasant Valley,334-195-5524,1972-10-20,831-57-7680,8811911203,7.21,12.35,60,0,1,70,129,3,94,2,Xaretzi,0,1
14,14,Dale Reynolds,Owls Head,230-142-0512,2005-09-09,881-01-7070,5527729282,6.68,29.13,53,0,0,88,170,4,99,1,DXC_Oral,0,1
15,15,Anthony Martinez,Montbrook,153-360-0150,1983-06-29,608-72-5180,5819064435,6.44,100.61,39,0,0,23,118,4,98,2,DXC_Drug,1,1
16,16,Nathan Rodriguez,Bentonville,113-152-6468,2009-01-19,168-39-0630,1779012357,5.08,61.57,68,1,0,35,113,6,99,3,DXC_Drug,0,1
17,17,Terri Morris,Lakeside Green,678-398-8571,1979-06-30,806-91-9847,4725933621,4.82,60.53,68,0,0,36,171,1,95,3,Kras,1,1
18,18,Devin Alvarez,New Llano,433-089-6975,1982-08-05,679-40-1552,6532631067,5.96,79.45,16,0,0,46,115,3,95,3,DXC_Oral,1,1
19,19,Martin Lewis,Meadowbrook Terrace,422-674-2686,1986-09-11,842-88-5428,9221773212,4.47,115.4,25,0,0,28,169,5,98,2,Xaretzi,1,1
20,20,Nathan Lopez,Solen,351-199-4882,2016-03-07,482-65-7978,5452621067,6.77,94.0,11,1,1,48,198,4,94,2,ADE_2.5,0,1
21,21,Tina Matthews,Herring,436-561-1527,1990-09-21,897-58-0958,2685784564,5.18,50.33,23,0,1,68,187,6,99,2,Kras_5,0,1
22,22,Richard Roberts,Gholson,845-430-7367,1979-01-21,862-27-6700,126508369,6.22,102.05,43,0,0,35,195,4,95,3,Kras,1,1
23,23,Marie Jones,Warm Mineral Springs,826-980-9225,1996-10-26,384-73-7113,9843947595,7.6,103.92,40,1,1,85,189,3,94,3,Xaretzi,1,1
24,24,Jared Munoz,Hazel Hurst,188-177-7619,1997-05-17,044-48-3786,167050514,6.78,99.59,28,1,0,24,161,5,95,2,Xaretzi,1,1
25,25,Mr. Brian Ruiz,Queen,690-283-5337,2013-05-17,222-45-3118,7176857350,7.28,38.42,29,0,0,78,151,2,96,1,Imfinzi,1,1
26,26,Cassandra Hawkins,Diehlstadt,816-577-7453,1997-10-01,843-32-0269,6793063869,5.93,71.56,42,1,0,94,161,6,94,2,ADE_2.5,1,1
27,27,Eric Rojas,Thompsons,739-595-1910,2005-01-11,163-84-1860,505093564,7.27,67.88,54,1,0,33,192,3,95,2,Kras_5,1,1
28,28,Rodney Davis,Waumandee,552-396-8034,2009-01-17,893-08-4260,8400434778,7.19,101.16,76,1,0,60,198,3,99,3,DXC_Oral,0,1
29,29,John Hardy,Norway,500-823-7787,2021-04-16,634-34-0985,2588651385,4.74,72.76,23,1,1,38,123,2,99,2,DXC_Drug,1,1
30,30,Natalie Bell,Lilliwaup,378-549-6335,2004-03-30,596-48-8528,1457947800,6.86,74.29,39,1,1,94,144,2,96,3,Kras_5,1,1
31,31,Seth Snyder,Hatley,653-913-8654,1983-09-27,661-17-7202,3535295994,5.91,97.88,50,1,0,44,116,1,95,1,DXC_Oral,0,1
32,32,Thomas Price,Lajas,917-263-3567,2014-07-22,655-05-5427,4576862129,5.27,118.69,45,0,1,41,178,2,94,1,DXC_Oral,0,1
33,33,Vernon Miller,Stilwell,387-161-8158,2006-09-01,740-25-0287,6759874427,5.76,82.71,53,1,1,23,191,6,98,3,Kras,1,1
34,34,Maureen Cox,Burns Harbor,163-282-2705,1971-07-10,334-54-4468,5379329244,7.87,17.35,22,0,0,97,180,3,99,1,DXC_Drug,1,1
35,35,Craig Anderson,Brightwaters,100-797-7286,1971-01-06,117-58-6123,5777884881,7.13,54.9,10,0,1,39,131,2,94,3,ADE_2.5,1,1
36,36,Melinda Hart,Lavinia,152-199-7066,1988-01-23,726-62-8541,9528941616,6.42,74.36,49,0,1,59,167,3,99,1,DXC_Oral,0,1
37,37,Samantha Meyers,Berkeley Lake,428-593-9179,1970-05-19,398-17-4558,8444128108,6.93,74.0,42,0,1,46,168,5,99,1,Kras_5,1,1
38,38,Jacqueline Boone,Saint Jacob,475-106-4079,2003-07-08,339-53-4851,5363279565,6.76,44.76,14,0,1,30,128,2,96,1,Xaretzi,1,1
39,39,Kenneth Hubbard,Northfork,908-479-6302,1980-09-26,274-73-5777,4473857007,6.47,89.11,51,1,1,53,155,2,97,3,DXC_Drug,0,1
40,40,James Lawrence,White Deer,635-268-5653,2007-10-30,082-16-2339,4292879930,7.37,92.1,32,0,1,50,115,5,94,1,Kras,1,1
41,41,David Gross,Channelview,524-816-8733,1988-07-24,806-45-0197,1345252115,7.66,34.41,75,0,0,29,125,1,94,3,Imfinzi,0,1
